author,text
@UpDownReal,There better be galaxy 3
@Hugolavin42,Great now i can flex on my friends I GoT ThE sWiTcH 2!!!!!!
@elkarlo1593,Drop the price
@artemissapphic,we're all gonna be coming back to this in ~3 years reminiscing on the prelaunch build up
@DistractionsDaily,My wallet is in another castle
@Mrnintendoswitchguy,Nintendo should include Spotify for the Nintendo Switch 2
@pelagiustomas3562,450$ for this & 90$ for a game completely robbery
@chl2161,"Gladly, there's still emulators around. Yaarrr"
@scmbgoogle7790,DROP THE PRICE
@acejumper1681,My take on 80 dollar games is that the game vouchers got a lot more value. Two games worth 60 dollars less than if bought separately is a good deal. They better keep these vouchers for switch 2.
@daverovirgo,Where si te VRR function?
@MatthewvanAggelen-y4f,"What in the world why there's going to be a brand new Nintendo switch called the nintendo switch 2, come on Nintendo why do you this to me is only the biggest switch I have ever seen before my very eyes I want one for myself if that's alright with you guys and if you have any questions or suggestions let me know and thank you for your time.❤😀😀😀😀😀😀😀😀😀😀😀"
@phillipbasargin9237,"I'm not spending 90 dollars for a game, 70 maybe but not 90"
@phillipbasargin9237,For some slightly new upgrades you can spend over 300 dollars
@williamwiser5992,It's definitely not worth $450.
@Cayden199,I hope we can get another mii game
@Justin-Hill-1987,"The new joycons in ""mouse mode"" look like one of the scrubbing bubbles..."
@Borderlands808,I pre-ordered 10 Switch 2s. Gonna sell each one for 5-10K if anyone wants one.  Power cord sold separately.
@JamieCowan-y2w,The switch 2 is so dope ❤
@anushkatissera6293,Laptop 💻 😢😢😢
@Entropiclord28,OK that is good and all except the prices.
@kauryoutubekonto,nintendo sucks
@kauryoutubekonto,i hate nintendoi
@papabearpapaboo,I love how they compare it to the base model Switch instead of the OLED version
@randomcuber-nc5ie,"well i just got switch today as a early easter present!! 


honestly i dont even want a switch 2 cause its way too expensive and idk if it will have any problems (i mean the switch oled released 3 years ago so by now we know everything about it) and i also dont like that the joy-cons dont slide anymore"
@pinkintosh,UP THE PRICE!
@totallysprunkibrud,Cool
@TOMMYDACOMMIE,"Besides the exclusives i think ill just stick to my switch and xbox for awhile. Im glad Nintendo finally not just joined but closed the gap on console/PC games. But the console wars are over and people are just going to stick with whatever libraries they have. This is more of an upgrade which is fine because as a whole i think gaming has reached a peak especially with cross play games allowing keyboard and mouse on console. Play any game any way you want on whatever system with the best graphics or frame rate. Who won the console war? 6 way tie between PC, Nintendo, PlayStation, Xbox, mobile phones, and VR. They all have basically cemented digital and physical libraries for generations to come, they are basically like countries considering how much money they make. It's a bittersweet feeling but the accessibility from each device now is good for us the consumer because we all can play and chat together and whoever we'd like. Plenty of things to improve upon but in terms of accessibility literally thousands of titles are now replayable and we are spoiled with what we have. Enjoy it. Buy a steering wheel and play forza like real pit driver. Or get and old arcade stick and play pac man or metal slug exactly how it was intended. Keyboard and mouse, flight sticks, live streaming, 4k movies and music and discord on most devices makes this th gaming equilibrium moment in history."
@kolawoleolatunji-lb4jn,2:39. I hate Steeler (PS5 is same)
@ericamilner314,I have a question: why would we need to have two charging ports for the Nintendo switch 2?
@NightTails00,Will GTA be available?
@Sortahere1669,Don't Care Wheres The Switch 3?
@luihackerson2871,I was under the impression that the switch 2 will have a switch internal nand like the 3ds had a DS nand just for backwards compatibility but likely they're going to use a limited version of yuzu instead
@td64youtubechannel80,it will support with all of amiibos?
@andreapersichette6502,too much money just stop being greedy nintendo 😡
@mcdrippyyt562,WE’RE GETTING A STEAM DECK WITH THIS ONE 🗣️🔥🔥🔥
@lottiejay8184,I hope The Miis don't get cut. 😢
@Beastify1631,My wallet before 💰💰💰 my wallet after
@FeeZmar,"The Nintendo switch 2 lite will just be the normal switch, starting at $400"
@Officaldeltaexecuter,````Linux Arch 69420: Gentoo Edition?I?HAVE?Q````
@Amazingmariojudah0707,LOWER THE PRICE!!!
@miimiiul,Drop the price
@ksergiok156,Drop the price
@eyas6943,This feels like an airplane guide
@glaidermason6870,Bring nds games to the switch e shop and Don't you dare price then higher than $20 any of them and put the pokemon games on there. For gba nds and gb also put 3ds games on there. Put all the nintendo games on e shop so many good games that could easily port over and I would buy them. But not for $60+ a piece ffs
@Eatamababy,💎💎💎
@Djiscool-s1v,"Guys i had a dream where i got the Nintendo switch 2 
The dream starts of on Christmas of 2025 my mom gives me a present i open it up and there it was the Nintendo switch 2 
I went in my room to go test it out and i turned it on and then i was like whoa this is cool i downloaded fortnite and then i connected the Nintendo switch 2 on my tv and i took out the controllers and put it on the controller thing and then i turned on gamechat and i played fortnite with my brothers i showed everyone in school i got the Nintendo switch 2 but when i woke up i realized it was all just a dream :<"
@irwansigieo2362,"if nintendo switch 2 following what sonny does to charge more (in unreasonable price)
switch will be flop"
@bk4starterac332,"Won't have to worry about buying the Nintendo Switch 2 Nintendo, because I ain't buying it 😊."
@stevegreenway1796,"As an XBox player who's decided to pick up a mobile device after playing XBox games on my Sansung S9Ultra Tablet. I was looking at a Steamdeck. But as an old school Nintendo player who had every Nintendo console up to the WII, and misses great games like Zelda and Mario I did wonder about just picking up a Switch. But then I saw Switch 2 is coming out. Oooooh! 
And then I saw the console and game prices! WFT!  When I already have a reasonable Steam library. No way I'm paying Steamdeck prices for a Nintendo console that's normally underpowered compared to its competition.
And what's with dropping back to an LCD screen! What to wait a year and get early adopters to have to replace their console with an OLED model?!?! Thus really looks like Nintendo think their customer bass are sheep to fleece for everything they can.
Yeah I'll pick up a Steamdeck instead!"
@leslieortiz07,"499$ for switch 2
Me:💀💀💀
Customer:No Switch 2 for you or yes?
Me: i want switch 2😫😫
Customer: Okay"
@Minecraft-f4g,Even the iPhone 16 doesn’t even have a 120 fps display
@Randomchannel844,Nintendo is new EA
@richardta1078,Brp it’s the same thing
@richardta1078,Brp it’s the same thing
@LuffyPlayz2013,Nintendo switch 2 baby oil edition
@tammosch638,The Price is perfect!
@AliFontaine-c9i,Absolute cinema
@LisaScottLipscomb,When will the Nintendo switch 2 come out
@jamieimbusch,Too expensive games. End of story. Emulation wins again
@wddzz,Why not oled😭😭
@GhostGhost300,"This has pushed me to become a pc exclusive player, not buying this overpriced crap"
@kacperborek-d5b,"I am glad that Nintendo Switch 2 will have 120fps, 4K, Joy-Cons will be controlled as a mouse and there will be more memory."
@راكانحكمي-ل9س,متى ينزل Nintendo switch 2 أريد شراءه
@AnthonyGamer124,1:57  NINTENDO SWITCH RELEASE!-steve if he played nintendo
@TrappedInTheVoid.,"Can we talk about weather they fixed the stickdrift problem?

Oh yess and dont forget the most controversial one, those megnetic joycon conneters on the sides. Alot of people said they fear it might just snap off and questions its durability"
@Thelivinggummybeargaming,Lower the prices🔥🔥🔥🔥🔥
@Pumpkinguy96,Just get a steam deck…
@mythandhistory1415,"I have a beefy PC, but I’m picking the Switch 2 up. Worth it for the awesome exclusives and the portability option. :)"
@JasonChamber-p9s,"The magnets thing is where they lose me. I hope they drop tested it thoroughly. 

Carpet drop, hardwood drop, concrete drop, staircase drop."
@a.k.a_hugo,I ready with my money
@debikv,2:40 HAHAHAAHHAHAHAHAHAAHAHAHAH WHY MARIO
@Supreme_Magnetix,It’s a special system if your from the 80s you will understand
@TheWorldofBlinky,Not a great amount of improvments! Thats disappointing!
@background-c1q,Nintendo should bring back face raiders then they can release more levels and bosses that would be cool
@reeeezaaaa4,the new Joycon gameplay is interesting tho!
@lestcore,why are you not making LESTCORE?
@lestcore,why are you not making LESTCORE?
@lestcore,why are you not making LESTCORE?
@lestcore,why are you not making LESTCORE?
@Xanderboof,I won’t buy one until the price is dropped
@juiceala,"I'm gonna go ahead and say this, it's been bugging me since rumors about the Switch 2 having a mouse mode started showing up... I feel mouse controls are a big downgrade from the Wii pointer controls, on Wii you had both a mouse and a controller simultaneously which allowed for controls that cannot be replicated on anything, not even on PC, and you didn't even need a table or a desk to use it, you can play with pointer controls standing up, sitting down, table, no table, and you could even do multiplayer with it."
@alsokjash,only an idiot will support this greedy overrated company
@Blobfish-n5d,Lower the game prices
@bilalsaid4075,hi
@rewapuding8712,R.i.P  switch
@Metric0.8,I'll buy it if I can play Roblox on It ngl
@saiyanking6329,Lower the damn prices
@Tylerscer,I love Nintendo but I hope this console gets boycotted to prove a point like the 3ds
@etaine-cu7sp,im sold
@ethanj6286,What Is 4K 4:31
@ethanj6286,What Is Gigga Bites 4:17
@ethanj6286,What Is A USB-C 3:49
@ethanj6286,And What’s 3D Audio 3:15
@ethanj6286,And What Is This Ment To Mean 2:52
@ethanj6286,What’s HDR 1:35
@cat-dude-2001,"If the swich 2 support 120 FPS, is the screen 120 HZ?"
@WTF92318,Need more free games and gta 4 and many other 30 gb Pc games 🇲🇲🇲🇲🙏🏻🙏🏻
@WTF92318,Need more free games and gta 4 and many other 30 gb Pc games 🇲🇲🇲🇲🙏🏻🙏🏻
@WTF92318,Need more free games and gta 4 and many other 30 gb Pc games 🇲🇲🇲🇲🙏🏻🙏🏻
@lightyena,"nice one, bit i will still wait 2 years for free ns2 games on pc 😂😂😂
cry nintendo"
@itztheurge,Nope. Pass.
@מאורמזרחי-ו5ת,"Nintendo❌
EA✅"
@charlesmwolf,"Game price points are going to kill so many of our beloved IPs that are unfortunately attached to those beyond greedy for money.  AAA companies that try to gouge their loyal fanbase, lose that fanbase.

450 for the console is fine, games beyond 70 USD standard is just nutty.

World is going into a recession and you want to gouge them for money."
@lemcakes32422,lcd not oled? lol
@SullaFenix,Lower the price
@juullud,boycott
@HenDog-77,Will it run fortnite better
@user-vk6cm5zo9i,"The 2 usb c, the mouse controls, finally a mic!!, 256gb internal storage, 120 fps, 4k. This is great!! My nintendo switch 1 is ready for an upgradee"
@bruno213,Satoru Iwata would be ashamed of your price scam. $80 and $90 is pig money and you people are hamming it up.
@lechefjuancarlos,lord business
@jokeyboiy,The Nintendo Magnet. The Nintendo Magnet is a fabulous console we have made. We have replaced the part where you snap the controllers on. We put magnets instead of snapping it to the console. We hope you like this console.
@WeretStudios,Nintendo is giving us a blessing by adding a USB-C Port on the top. The reason for this is because they made the battery life lower so shame on you Nintendo
@stephenhanson9906,please no more friends code please
@wannabe-556,"For anyone interested in the compute power of a switch 2:

Performance Estimates (in TFlops)

The GPU in the T239 is rumored to have 1280 CUDA cores.

Clock speed estimates suggest around 1 GHz (could vary for handheld vs. docked).

Using the formula:

TFlops = (CUDA cores × 2 × clock speed in GHz) / 1000

TFlops ≈ (1280 × 2 × 1.0) / 1000 = ~2.56 TFlops

In comparison:

Original Nintendo Switch (Tegra X1): ~0.39 TFlops (undocked)

PS4: ~1.84 TFlops

Xbox Series S: ~4 TFlops

So, the Tegra T239 is expected to be:

~6x more powerful than the original Switch

More powerful than a PS4, but less than an Xbox Series S

With DLSS, it can upscale to 4K, making visuals competitive despite raw TFLOP limitations"
@DavidTaylor-w1e,Please nintendo put dragon ball sparking zero and bleach rebirth of souls and one piece burning bloood on nintendo switch 2  please offline even if you have to down grade it still put dragon ball sparking zero bleach rebirth of souls and one piece burning blood and dragon ball tenkaichi 3 dragon ball tenkaichi 1 and dragon ball tenkaichi 2 and dragon ball budokai 3 and dragon ball infinite world  on nintendo switch 2 please please please
@nathanr7931,No physical game no thanks
@gettrroolled9000,drop the prices
@RyuStarrs,so we have seen a speaking  place it looks  like discord so ?? 3:00
@devamshah7986,YouTube AI says comments are talking about praising the Switch 2 for improvements. I advise it to look at the prices and severely restate its statement.
@ericleiberg4690,You should make mickey and the castle of illusion a switch game
@AzazelGrimshadow,The great Pirate Era has begun.
@lowlytarnis,Nintendo you should charge 150 for your games   these people are not very bright and they will pay for it.
@everydaylifelol-m2u,Wearing my headphones while they was showin the 3d audio part was tripyyyy
@everydaylifelol-m2u,We got dire wolf before gta six and switch 2
@zeepher86,Cant wait for switch 3!
@ayanfluerasi,Please ad Roblox an the nintendo switch2 pls pls
@deshawnwilson4046,This gone end up like WII U
@deshawnwilson4046,Just stick with switch 1 this really is no improvement smdh
@JikeWimblik,"pure speculation but with a few die shrinks on a 1.6nm could you not have a switch 2 VR with roughly the same specs as the switch but more processing demand during battery use. With all that effort that will be put into switch 2 games it certainly might be appealing for that development community to also do vr as an extra income stream.
By the way old remakes should have a value for money and quality metric to abide by this would get developers doing more with switch 2 good for new games also and enable more sellable switch 2 versions."
@gascraiccraic3857,rip off.....
@MADMAX21195,BOYCOTT THIS TRASH BRAND! 🔥🔥
@ashura_real,I like joy-con becoming a mouse feature because it will be easy to play with keyboard while[my lawyer recomended me to not finish my sentence]
@AdzumI-k1g,This is lit
@Seath5495,Owned every single Nintendo since 83'.  This will be the 1st one i will not buy..
@vgm006,"good job on the switch 1 and 2 comparison!    i have googled comparison, other websites dont list all the differences !"
@vgm006,"you need a better logo.   what if parents mistaken bought Switch2 games for their kids original Switch system, and how can they return the games if it's already opened?"
@benben9891,Biggest scam in history 😭
@Saekeyguy,Yeah!!!!!!!!!!!!!!!!!!!!!!!!!🎉🎉🎉
@a7c777,Most unethical console to buy right now
@pancakepineqppple,i work 16 hours a day 6 days a week but i can’t wait to spend $500 on this console to play my awesome $90 games while having joycon drift this is gonna be an awesome experience it’s gonna be worth it
@DylanHammer10,"Just to let y’all know, I think it might not come USA. Or am I trippin’?"
@Rallthecat9171,Lower price to $100
@CharlesGibbson,Drop the price; greedy buffoon
@Bigdickrick150,My kids will love this take my money Nintendo!
@AgentStargrave,🤮
@ismailmayour2821,How mush Nintendo switch 2
@davidelchikismeza8340,😎😎😎😎
@hooplakids785,I would expect this to be the actual trailer if I needed a title and I didn't know the title
@LuckSpaniard,I will not be paying 500 bucks for a console. This is why I have Steam.
@astronomicalreason9807,"The best games I've ever played were on PC and Playstation, and they have never charged a base price for games at $90. Somehow you think YOUR games are worth that price? Lmao you're about to go broke.

Edit: And I just found out the cartridges don't even contain the game data?!? YOU'RE OUT OF YOUR F**KING MINDS. SCAM."
@carlothecrazy1174,I mean it alright lik
@blairwitchcat,For that price tag - no thanks
@Official-Oldblox_2008,"Nintendo Switch 2 defeats the WHOLE purpose of Nintendo Switch, cause if joycons slide onto the NS, that's a switch, but if joycons just click onto the NS, that is a Nintendo Click, not a Nintendo Switch."
@miyahworldwells9630,yes I ready to get mine❤
@charlesthomas7756,"Hey ""Nintendo of America"" thanks for teaching us about Nintendo Switch 2❤❤❤❤❤😊😊😊"
@Officaldeltaexecuter,We Are Nintendo Switch 3
@onlyicee,How can you defend this 😂
@matheusseixas5362,DROP THE PRICES YOU GREEDY MOFOS!
@ZainRast,Plainrock124 where you at
@WitoldKujawa-y5y,How it sends 0:51  🤯
@brunomarcio1261,Abaixa esse preço Nintendo pois aqui no Brasil isso será um artigo de luxo quem dirá pagar 90 dólares convertido para a minha moeda BRL.
@Son_of_a_b-h,$10 for a tutorial is absolutely ridiculous 💀
@dvallejo16,"Way this NS2 is 330 usd in Japan and here 450? 
That looks greedy on your side and cero customer friendly"
@Bob76688,"Nintendo, please add baseball to Nintendo sports 🙏🙏"
@ThatMightyFynny,2:38 can't wait to play disability simulator
@kevanrogers,They only thing I don’t like is it’s no OLED 😢
@truthdrifter,Nintendo is like the spoilt rich man who refuses to grow up
@lazzzyalien_,DROP THE PRICE
@Officaldeltaexecuter,Linux Arch 2
@PedroMiguelDosSantos-501,expensive game controlar
@bombndbruiserbombndbruiser6899,"Hope this flops, wiiU 2 lmao. RIP Nintendo bruh"
@kernel5446,Imagine paying 90 bucks for a game. Wild.
@TheRealCartigeee,4:21 we don’t need it if our bank account is gonna die from the game prices
@robertvalli2238,It’s worth the price
@stitchy408,"The Nintendo Switch 2 system can adapt to suit your situation, however you like to play. In TV mode, use the dock to play on a bigger screen. In tabletop mode, place your system however you like using the stand, and share a controller with a friend! In handheld mode, play anywhere you go. With these three play modes, you can enjoy playing whenever and wherever you want. Altogether, anytime, anywhere. Let's take a look at some features of Nintendo Switch 2 and how it's improved from the Nintendo Switch system.

At 7.9 inches, Switch 2 has a bigger built-in screen. Here's how that compares to Nintendo Switch. The system's thickness remains the same. With approximately double the pixels compared to Switch, you can enjoy games in greater detail on the 1080p screen. The screen supports up to 120 frames per second, allowing for smoother gameplay in supported titles. The LCD screen is more vivid and supports HDR, providing more contrast between light and dark areas of the images. The all new Joy-con 2 controllers connect magnetically! Strong magnets keep the controllers firmly attached to the system. Dettach a controller easily by pressing the release button on the back. The SL and SR buttons are bigger for greater comfort and control when playing with a Joy-con 2 held horizontally. The left and right sticks are now larger. 

Each Joy-con 2 controller can be used as a mouse, opening up even more ways to play in compatible games! Both the left and right Joy-con 2's support mouse controls, so you can also play certain games using two mice, like this! By adjusting the audio balance between the ranges, sounds from the built-in speakers are clearer and more natural in handheld and tabletop modes. It has a built-in microphone so you can voice chat with friends anytime via GameChat. It also uses voice cancelling technology to filter sound, so your voice will come through clearly. Even if you don't have a surround sound system, games can be enjoyed with more immersive, three-dimensional sound as if it were coming from all around you. Place your Nintendo Switch 2 however you like with a large, sturdy stand. You can move it freely, like this! 

In addition to the USB-C port found on the bottom of the system, there's one on top as well. It's handy for connecting a USB-C camera, or charging in tabletop mode. Nintendo Switch 2 comes with 256GB of internal storage, eight times that of Nintendo Switch. For storing your game downloads, save data, and more. Reading and writing data is also faster. Use the Nintendo Switch 2 dock to connect to your TV and enable up to 4K resolution for compatible games. HDR is also supported in TV mode. The Nintendo Switch 2 dock has a built-in fan that keeps your system cool, this helps keep performance stable. On Nintendo Switch 2, you can play Nintendo Switch 2 games as well as compatible Nintendo Switch games. Physical and digital games are supported."
@JakSil123,Tooo much money
@LevDaVinci,"Let's be honest, it's gonna flop."
@GremlinSkatewear,My question is if your gonna just play Mario why do you need it to look 4K. Mario is just as good in 2D as it is 3D
@Jaythboss,"BOYCOTT NINTENDO - We can all see the gross things they are doing, taking away from us consumers and charging us more money for it like its a bonus. If we all fold and buy the games we all grew up loving nintendo is going to see that their wicked business practices are working and get even worse from here along with the fact other companies might learn from them and do the same. Lets show them what the masses can do everyone, stand strong against your desire and we can stop this greed"
@deenanddawah-y3v,If only my wallet could adapt sigh
@BoomTribeEntertainment,"Super Mario Bros Movie (2023)

Super Mario Bros 2 Movie (2026)

Legend of Zelda Movie (2027)

Donkey Kong Country (2028)

Star Fox (2029)

Kirby (2030)

F-Zero (2031)

Super Smash Bros Movie (2032)"
@jins_forehead_4691,It's all about the money money moneyyy- Price Tag by Jessie J 🤑💵💵💵💵
@zir786,1080p??!
@MrAuthor8293,Im not buying this until they drop the price!
@soksokka5139,Buy this trashcan for 1000$
@Trill_OGK3,Nintendo is such a joke what makes u think with the lack of innovation we would pay that price for the system being as much as the ps5 digital but is as powerful as a ps4 and 90 dollar games have you lost your mind what a joke. Good luck losing your fans. Corporate greed at an all time high. How ignorant.
@Thatrandomwelshguy,Where are my Miis?
@SeangamerSeancuevolara-z5s,"Nintendo I'm afraid but I won't buy that because you think we're millionaires, lower the prices"
@Litnic4g63,90 dollars for a game Shesh
@FuryTheDraco,Nintendo is now the new EA. They couldn't keep the greed in their pants can they?
@kinoshkiwa,So how their new kart game somehow more expensive than baldur's gate 3?
@RealDiaFr,"Yeah I'm not paying $500 for a ""Console"" That will barely be able to run 1080p without a pixelized low frame rate screen. 
I sold my original switch not only because they forced you to pay for online that offered nothing in exchange, not even a DM to your friends option; but because the quality was so bad. Absolutely insane pixelization, the worst anti-aliasing and upscaling I've ever seen of any console ever. 
There are literally third party USB devices you can buy to use with your switch just at an attempt to apply an anti-aliasing effect to games, and people pay $100 for this.
Even games on the Nintendo SP look smoother. It's absurd."
@josegabrieljaramillo994,i love the nintendo swich 2 🎉🎉🎉🎉🎉🎉
@dinodupe,I have been waiting for this forever I can finally replace my old Nintendo. I still plan to get it out and play Duck Hunt/Super Mario Bros. dual pack cartridge. Nice to know game prices haven't changed much if at all.
@QuanNguyen-bk4pn,"There's a reason ""corporation"" and ""greed"" always go hand in hand."
@Vman_95,Oh I'm waiting for Crowbcat video. Y'all cooked for good💀
@CowPloppers,"Hard pass. $600 plus for the console up here in Canada, and over $100 for the games...
Get bent Nintendo."
@rjeda4646,"If this console puts the Nintendo Switch in the dust, I will NOT be happy."
@Bebo-Lego,DROPP THE PRICEE
@Forneverywhere,"I'm getting myself and as many people in my life as I can get to listen to me to do anything but get the switch 2. My first console was an NES and now I have little to no option but to no longer buy Nintendo products. Its tough to swallow that-- but still easier than what you offer us presenly.

Goodbye, Nintendo, you used to be grand--

Now? So long and thanks for all the fish."
@AllanPlayRJ,Nintendo Drop the price! 💸💰 🇧🇷🇧🇷🇧🇷
@avant-gardemarmalade7605,I'll pick it up at the pawnshop. Almost every switch 1 ended up there 🤣🤣
@mariomoreno5228,1080p screen for $450 with 15 year old graphics. I'm good
@h1F595,"Please give me a better marketing message, because as it stands i dont see a compelling reason to upgrade from the switch"
@tanman9990,"All these ""advancements"" should of been industry standard for the first switch? Nintendo seems a step behind the rest"
@HettyP,Drop the pre-orders chief!
@zom-b-bunny2565,Lucky I'm a pc player and I only want this for certain games
@Arvo1gt,We got the switch 2 before gta6💀
@winnersnotlosers122,LOWER THE FING PRICES
@loopman75,It can adapt to suit my situation huh? Why can't it adapt to suit my wallet?
@Penguinplaysmc-sc1lo,"Even though Nintendo has been there since my childhood along with many others alike I can’t excuse the uninnovative, lazy, and greedy crap this product brings. This is in reference to the quality of games either, dropping, or being just the same but with a higher price than the previous. The console in my eyes is pretty much the same thing as the original switch except for a bigger,  screen and better rendering with the same dam joycon drift. Switch 2 exclusive games aren’t even going to be physical anymore since the cartridges are just “keys” to downloading the game onto your switch meaning that if they come out with another system your games can’t be moved deeming your keys worthless plastic. Paying for the chat button for a crappier version of discord, a demo game tutorial that’s behind a paywall, and a Temu quality mic is like cmon are we for real ? Overall, I’d say that the performance of Nintendo switch 2, the games, and previously mentioned crappy accessories don’t warrant their current inflated prices. There’s probably more I didn’t mention, but it’s not a stretch to say that with this many flaws others including myself are disappointed, and expected more from the 6th most wealthiest company in Japan. We need to do better Nintendo."
@FriendofVideogames,"Switch 2 : It's my time to shine!!
Switch:😢😢😢😢"
@MoonBeamsChild,"Charging $10 for an instruction manual is NASTY WORK. I don't care what you call it, 'Welcome Tour' is an instruction manual. These companies get MORE GREEDY EVERYDAY. It's a HUGE TURN OFF. I won't be buying the 2 for a very long while."
@Gollybone,"They had us in the first half. They had us in the second half. They lost us in the aftermath.

$500 entry, $80 games, $90 joycons, $20 online subscription, paid updates, and they're still charging for a tour?

Nah, dawg. Switch 2 is a raw deal with no sweetener. It's a no from me."
@Pizzaarcade-zg6hd,任天堂さん、ジョイコンのロゴを2つに挟むように配置する方法を考えたんだけど、これが一番いい方法だと思う。アナログスティックみたいに2つをくっつけたようなデザインにするのもいいと思う。
@christophercarter3723,Can’t wait to have it 🏆
@yungjiggamayne2262,"Fake physical copies and 110 dollar price tags are INSANE.
No matter how much I want a new 3d donkey kong, I won't give you a penny for it if you won't be REASONABLE about it."
@sophiesmith3816,Please Nintendo switch. I’m trying to see this in the most respectful way your Nintendo switch two is with the price. It’s just the chat needs to be paid is so wrong and the Tor used to be bought that insane and the $80 price for old games but just better graphic is insane as well just lower your prices ❤
@RedFoxReviewer,Sorry Nintendo until you change your prices I'm not interested
@RonanGalappaththi,The Nintendo Switch 2 is dissing its predecessor at this point
@robotnoir5299,"Make a desktop version, with no screen, and no stupid lithium battery.
Otherwise, I'm waiting for an emulator.  I don't want portability."
@MZDeeznutsack,"Say it with me:
Mario Kart World is $80 for both Digital and Physical (cartridge,) and $50 when you get it with the bundle
Just because Mario Kart World is $80 does NOT mean all the other games are $80 as well"
@MZDeeznutsack,Y'all are getting mad over a console?
@jamespedrick4566,"So many people salty for some reason. If you ask me, the prices are fairly reasonable. Probably doesn't help that there's so much misinformation going around from all the haters parroting each other though."
@RIPToeHogan,More news comes out about pricing the more I just want to buy a new 4k tv and call it a day. Sounds like a literal scam as days go by.
@Nowhereland_99,500€ for a console displaying like game cube graphic games in 2025? no way...
@Nowhereland_99,"like all those games still look like i'm playin on a Game Cube but they cost 80€?? and when i buy a copy i don't even have the game inside it's just a ""key""?"
@Nowhereland_99,WHAT A COMPLETE SCAM!!!
@harukiwai6555,"Some game would not support for C button but we pay it for the online, 😂"
@markplott4820,"NINTENDO - lower the price or I won't buy.
GAMES also too expensive."
@tonyteh,So... no battery improvement at all at 4k?
@seventhblessing.7371,"Price of switch 2 = 🤢
Price of switch 2 games = 🤮
No discount on switch 1 or games = 💀"
@yairpascual,Drop the prices
@Harharking-oq7zw,WAAAAAAAAAAAAAAIT can we do DOUBLE CHARGING???
@DAJTheYouTuber_2007,"to the mfs complaining about the price:
1. their desicion, not yours
2. get a job
3. please stop treating it like its the end of the world"
@A_very_cool_person-69,WE BE GOING BANKRUPT WITH THIS ONE 🔥🗣🔥🗣
@stugglefuggle8673,I wonder if the steam deck is on sale.
@SonicDude504,LOWER THE F*CKING PRICES (censored for the kids)
@Wojtkowy2.0,NINTENDO SWITCH 2 WILL LAUNCH AT MY BIRTHDAY YIPEE
@Puni_Master,Wrong click sound at the beginning Nintendo. Get your own click sound effect right.
@neriah0728,I’m so over this and it hasn’t come out. It’s not that amazing or improved but the price of console and games keeps skyrocketing.
@sinnceer_era,✌🏾🙏🏾🐜
@kablarrr1,This is a pocket gaming pc now🙏
@ameliajane1999,"I hope this tanks your profits, Nintendo! 😊👋"
@cristi724,At least you can't sue and bully indie developers like you do with your customers. Enjoy your walled garden.
@thee_morpheus,Nintendo charging for trailer rewatches?
@AprilsMoon92,Would be cool if it was affordable. Drop the price
@chaoticcaptain177,"If it weren't for the prices, no backlash would happen and there would be more excitement instead"
@Jadamien,"A wise prophet once said ""If you're a broke boy just say so"""
@chrishansel95,"Does Rocket League Scale to spec? It is a free 3rd party game, probably developer specific."
@nowayjose6283,Cant wait to get my new steamdeck 😊
@sonkunhyperspinretroarch4867,Now is the perfect time for SEGA to come out the shadows and get back into the fray with a new hardware console.
@SquidDiggyDawg,Steam Deck is better
@narutouzumaki3124,Basically the same handheld console the switch was 😢
@Gameplay_master12,"Nvm about the fps the price is higher than a ps5 460$ is a lot, lower the price and the games 80$ that is crazy you guys just broke the world record"
@brandonkwong4227,I’m going to find a way to rom hack the games. And I’m going to try to replicate the software so I can give ts out for free to the public lol
@thedevilsadvocate788,"Ahoy, mateys,."
@TheStreetMage,I didn't even want the OG switch again after Nintendo did me dirty and now y'all are talking price jumps??? HAHAHAHAHAHAHA 😂😂 Nintendo is so dead to me.
@betognr93,"90 dollars a game, in what world do you live?"
@chefbenardee1408,This is wild to me because this is the first system nintendo has come out with thats literally a sequel to thr previous system... theyve never had a 2 next to a system.. sure you could argue that snes is a sequel to nes but they didnt have a 2 next to the nes... having sequel systems is not normally nintendos way of doing things
@johneygd,"Not that i care too much about the switch 2 but am curious how regular switch games getting upscaled to 4K.
Because or they get simply stretched to 4K or each pixel get’s multiplied to make those graphics look smoother on a 4K tv without jagged edges.
Also if it is true that the switch 2 has to emulate the switch 1 gpu to make switch 1 games become compatible on the switch 2, then they have gone the hard way to make the switch 2 compatible with switch 1 games.
It will makes me wonder to why not go for a gpu wich is compatible with switch 1 games right away because it could,ve make it easier to reach compatibility with switch 1 games."
@PSIKOPATÖRDEKGG,120 FPS WTF?
@Batt3ry3ater,"i aint buying it unless it comes with Zelda's Adventure, Zelda: The Wand of Gamelon, and Link: The Faces of Evil
REMASTERED 4k 120FPS HD

Your move nintendo..."
@jonhimitsu,Steam Deck wins  Nintendo
